addressLocality,latitude,longitude,price,property-beds,property-baths,property-sqft,Basement,Bath,Exterior,Exterior Features,Features,Fireplace,Heating,Partial Bathroom,Property Tax,Property Type,Roof,Sewer,Square Footage,Type,Parking,Flooring,Parking Features,Fireplace Features
Paradise,47.550681,-52.892709,424900.0,2.0,2.0,1884.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
Paradise,47.551099,-52.891441,549900.0,3.0,3.0,2824.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Mixed Flooring""]","[""Attached Garage""]",[]
Mount Pearl,47.517822,-52.786895,379900.0,4.0,4.0,2339.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],Yes,"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Ceramic Tile"", ""Mixed Flooring""]",[],[]
St. John's,47.566909,-52.721834,219000.0,3.0,1.0,1440.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Other"", ""Mixed Flooring""]",[],[]
St. John's,47.558936,-52.750112,329900.0,5.0,2.0,2400.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Oil"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Mixed Flooring""]",[],[]
"St. John's, NL",47.553595,-52.750026,275000.0,3.0,2.0,1950.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Carpeted"", ""Mixed Flooring""]",[],[]
St. John's,47.5704062,-52.7001055,359900.0,2.0,2.0,1200.0,,1.0,"[""Brick""]","[""Brick""]","[""Underground"", ""Parking Space(s)""]",Yes,"[""Baseboard heaters""]",1.0,,Condo,,"[""Municipal sewage system""]",,Condo,"[""Underground"", ""Parking Space(s)""]","[""Hardwood"", ""Ceramic Tile""]","[""Underground"", ""Parking Space(s)""]",[]
Paradise,47.5278611,-52.8544924,315000.0,2.0,2.0,1092.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],Yes,"[""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Carpeted"", ""Other""]",[],[]
St. John's,47.534257,-52.765741,380000.0,3.0,3.0,2414.0,[],1.0,"[""Wood shingles"", ""Brick"", ""Vinyl siding""]","[""Wood shingles"", ""Brick"", ""Vinyl siding""]",[],Yes,"[""Baseboard heaters"", ""Electric"", ""Wood""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Carpeted"", ""Other""]",[],[]
Paradise,47.540447,-52.834776,419900.0,5.0,2.0,2100.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Laminate"", ""Mixed Flooring""]",[],[]
St. John's,47.563459,-52.716099,209900.0,3.0,1.0,1350.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],Yes,"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate""]",[],[]
St. John's,47.570466,-52.698676,439900.0,2.0,2.0,1566.0,,0.0,"[""Vinyl siding"", ""Other""]","[""Vinyl siding"", ""Other""]","[""Underground"", ""Parking Space(s)""]",[],"[""Electric""]",0.0,,Condo,,"[""Municipal sewage system""]",,Condo,"[""Underground"", ""Parking Space(s)""]","[""Laminate"", ""Mixed Flooring""]","[""Underground"", ""Parking Space(s)""]",[]
Ramara,44.5518409,-79.2170913,499000.0,3.0,2.0,,,1.0,"[""Aluminum siding""]","[""Aluminum siding""]","[""No Garage""]",Yes,"[""Baseboard heaters"", ""Electric""]",1.0,,Condo,,[],,Condo,"[""No Garage""]","[""Laminate""]","[""No Garage""]",[]
St. John's,47.539242,-52.737496,529900.0,5.0,5.0,1600.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],Yes,"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Laminate"", ""Mixed Flooring"", ""Concrete Slab""]",[],[]
St. John's,47.609237,-52.753546,429900.0,4.0,3.0,2454.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],Yes,"[""Baseboard heaters"", ""Electric"", ""Wood""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Laminate"", ""Mixed Flooring""]",[],"[""Wood"", ""Woodstove""]"
St. John's,47.551229,-52.745995,334900.0,4.0,2.0,1716.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Detached Garage"", ""Garage""]",[],"[""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Detached Garage"", ""Garage""]","[""Mixed Flooring""]","[""Detached Garage"", ""Garage""]",[]
St. John's,47.538032,-52.749443,289900.0,5.0,2.0,1872.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Forced air"", ""Oil""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Laminate"", ""Carpeted"", ""Other"", ""Mixed Flooring""]",[],[]
Paradise,47.5298353,-52.8716817,379900.0,3.0,4.0,1799.0,[],2.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Detached Garage""]",[],"[""Baseboard heaters"", ""Electric""]",2.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Detached Garage""]","[""Hardwood"", ""Carpeted"", ""Other"", ""Ceramic Tile"", ""Mixed Flooring""]","[""Detached Garage""]",[]
Torbay,47.669244,-52.7364693,325000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
ST. JOHN'S,47.5670342,-52.7091757,649500.0,3.0,3.0,2312.0,,1.0,"[""Stone"", ""Concrete Block""]","[""Stone"", ""Concrete Block""]",[],Yes,"[""Hot water radiator heat"", ""Electric"", ""Propane""]",1.0,,Condo,,"[""Municipal sewage system""]",,Condo,[],"[""Hardwood"", ""Ceramic Tile""]",[],"[""Insert"", ""Propane""]"
St. John's,47.598796,-52.6876,250000.0,4.0,1.0,1669.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Laminate"", ""Mixed Flooring""]",[],[]
Mount Pearl,47.533295,-52.811599,469900.0,3.0,2.0,1980.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Garage""]",[],"[""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Garage""]","[""Laminate"", ""Ceramic Tile""]","[""Garage""]",[]
Paradise,44.863352,-65.205567,394500.0,3.0,1.0,2402.0,"Partially finished, Full",0.0,Wood siding,Wood siding,Gravel,,,0.0,,Single Family,,Septic System,,Single Family,Gravel,"Concrete, Carpeted, Vinyl, Vinyl Plank",Gravel,
St. John's,47.492619,-52.823558,629900.0,3.0,3.0,2820.0,,1.0,Vinyl siding,Vinyl siding,Attached Garage,Yes,Electric,1.0,,Single Family,,Municipal sewage system,,Single Family,Attached Garage,"Laminate, Ceramic Tile",Attached Garage,
Torbay,47.6515155,-52.7255997,399900.0,4.0,2.0,2609.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],Yes,"[""Baseboard heaters"", ""Oil"", ""Electric""]",0.0,,Single Family,[],"[""Septic tank""]",,Single Family,[],"[""Hardwood"", ""Laminate"", ""Other"", ""Ceramic Tile""]",[],[]
St. John's,47.562134,-52.713581,157500.0,3.0,2.0,1500.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate""]",[],[]
St. John's,47.551411,-52.713675,379900.0,3.0,2.0,2350.0,[],0.0,"[""Other""]","[""Other""]",[],Yes,"[""Baseboard heaters"", ""Electric"", ""Propane""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Other"", ""Ceramic Tile""]",[],"[""Insert"", ""Propane""]"
St. John's,47.537186,-52.753959,235500.0,3.0,1.0,1509.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Carpeted"", ""Other""]",[],[]
St. John's,47.555102,-52.751312,371900.0,3.0,2.0,1424.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Carpeted"", ""Other"", ""Mixed Flooring""]",[],[]
Paradise,47.558735,-52.891359,1350000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],[],,Vacant Land,[],[],[],[]
Torbay,47.68256,-52.724855,525000.0,3.0,2.0,2600.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",[],"[""Electric""]",0.0,,Single Family,[],"[""Septic tank""]",,Single Family,"[""Attached Garage""]","[""Laminate""]","[""Attached Garage""]",[]
ST. JOHN'S,47.494583,-52.816586,429900.0,4.0,3.0,2184.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Laminate"", ""Mixed Flooring""]",[],[]
Paradise,47.540373,-52.840806,319900.0,4.0,2.0,1750.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate""]",[],[]
Paradise,47.548531,-52.8829,350000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
Paradise,47.5540007,-52.8985483,424000.0,5.0,4.0,2488.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Other""]",[],[]
Mount Pearl,47.510247,-52.811117,359900.0,4.0,2.0,2395.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],Yes,"[""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Carpeted""]",[],"[""Insert"", ""Propane""]"
St. John's,47.6204209,-52.7002756,545000.0,4.0,4.0,2757.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Garage""]",[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Garage""]","[""Hardwood"", ""Laminate"", ""Mixed Flooring""]","[""Garage""]",[]
St. John's,47.560677,-52.724238,299900.0,4.0,1.0,2400.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Detached Garage"", ""Garage""]",Yes,"[""Hot water radiator heat"", ""Baseboard heaters"", ""Radiant heat""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Detached Garage"", ""Garage""]","[""Hardwood"", ""Other""]","[""Detached Garage"", ""Garage""]","[""Insert"", ""Propane""]"
Paradise,47.5278663,-52.9059482,389900.0,3.0,1.0,2880.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Detached Garage""]",[],"[""Electric""]",0.0,,Single Family,[],"[""Septic tank""]",,Single Family,"[""Detached Garage""]","[""Laminate"", ""Other""]","[""Detached Garage""]",[]
St. John's,47.470378,-52.783034,395000.0,3.0,2.0,2720.0,[],1.0,"[""Wood shingles""]","[""Wood shingles""]","[""Detached Garage""]",Yes,"[""Baseboard heaters"", ""Propane""]",1.0,,Single Family,[],"[""Septic tank""]",,Single Family,"[""Detached Garage""]","[""Laminate"", ""Other""]","[""Detached Garage""]",[]
St. John's,47.4946494,-52.7995283,579900.0,3.0,3.0,2771.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Laminate"", ""Carpeted"", ""Ceramic Tile""]","[""Attached Garage""]",[]
Paradise,47.527895,-52.888679,359900.0,4.0,2.0,1990.0,[],0.0,"[""Wood shingles"", ""Vinyl siding""]","[""Wood shingles"", ""Vinyl siding""]","[""Attached Garage"", ""Garage""]",Yes,"[""Electric"", ""Propane""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage"", ""Garage""]","[""Mixed Flooring""]","[""Attached Garage"", ""Garage""]",[]
St. John's,47.532276,-52.77656,484500.0,4.0,3.0,3414.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],Yes,"[""Electric"", ""Propane""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Laminate"", ""Carpeted"", ""Ceramic Tile""]",[],[]
St. John's,47.56597,-52.772044,299900.0,4.0,4.0,1990.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
St. John's,47.6127835,-52.6793284,429900.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.561941,-52.761249,319900.0,4.0,2.0,1710.0,[],1.0,"[""Wood shingles"", ""Vinyl siding""]","[""Wood shingles"", ""Vinyl siding""]",[],[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Laminate"", ""Carpeted""]",[],[]
St. John's,47.5674876,-52.7050225,589000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.570091,-52.703933,389000.0,3.0,2.0,1800.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Laminate"", ""Other""]",[],[]
St. John's,47.559065,-52.716406,229900.0,3.0,1.0,1147.0,[],0.0,"[""Vinyl siding"", ""Other""]","[""Vinyl siding"", ""Other""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Ceramic Tile""]",[],[]
ST. JOHN'S,47.574098,-52.715168,629500.0,3.0,3.0,2480.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage"", ""Garage""]",Yes,"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage"", ""Garage""]","[""Hardwood"", ""Ceramic Tile"", ""Mixed Flooring""]","[""Attached Garage"", ""Garage""]","[""Insert"", ""Propane""]"
Torbay,47.653918,-52.7290382,389900.0,4.0,3.0,2600.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Detached Garage""]",Yes,"[""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Detached Garage""]","[""Laminate"", ""Other""]","[""Detached Garage""]",[]
St. John's,47.469997,-52.783741,220000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
Paradise,47.5051967,-52.8959436,1149000.0,3.0,4.0,2013.0,[],1.0,[],[],"[""Attached Garage"", ""Garage""]",Yes,"[""Baseboard heaters""]",1.0,,Single Family,[],"[""Septic tank""]",,Single Family,"[""Attached Garage"", ""Garage""]","[""Carpeted"", ""Ceramic Tile"", ""Mixed Flooring""]","[""Attached Garage"", ""Garage""]",[]
St. John's,47.564971,-52.717805,149900.0,4.0,2.0,1500.0,[],0.0,"[""Vinyl siding"", ""Other""]","[""Vinyl siding"", ""Other""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Mixed Flooring""]",[],[]
St. John's,47.540265,-52.749504,399900.0,4.0,2.0,1850.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Ceramic Tile"", ""Mixed Flooring""]",[],[]
St. John's,47.563881,-52.715368,379900.0,3.0,2.0,2097.0,[],1.0,"[""Other""]","[""Other""]",[],Yes,"[""Hot water radiator heat"", ""Oil"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Mixed Flooring""]",[],[]
St. John's,47.587817,-52.717884,379900.0,2.0,2.0,1132.0,[],0.0,"[""Brick"", ""Vinyl siding""]","[""Brick"", ""Vinyl siding""]",[],Yes,"[""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Mixed Flooring""]",[],[]
Mount Pearl,47.506422,-52.809411,299900.0,4.0,2.0,1680.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate""]",[],[]
Mount Pearl,47.532126,-52.801662,449900.0,5.0,2.0,1712.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
Paradise,47.5214955,-52.9132863,719900.0,4.0,3.0,3000.0,[],1.0,"[""Brick"", ""Vinyl siding""]","[""Brick"", ""Vinyl siding""]","[""Attached Garage"", ""Detached Garage"", ""Garage""]",Yes,"[""Heat Pump"", ""Forced air"", ""Wood""]",1.0,,Single Family,[],"[""Septic tank""]",,Single Family,"[""Attached Garage"", ""Detached Garage"", ""Garage""]","[""Hardwood"", ""Laminate"", ""Ceramic Tile""]","[""Attached Garage"", ""Detached Garage"", ""Garage""]","[""Wood"", ""Woodstove""]"
St. John's,47.580485,-52.681953,439900.0,3.0,3.0,2400.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Hardwood"", ""Ceramic Tile""]","[""Attached Garage""]",[]
St. John's,47.570199,-52.691879,299000.0,2.0,1.0,900.0,,0.0,Vinyl siding,Vinyl siding,Vinyl siding,,"Baseboard heaters, Electric",0.0,,Single Family,,Municipal sewage system,,Single Family,,Hardwood,,
St. John's,47.530565,-52.766357,385000.0,5.0,3.0,2310.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Garage""]",[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Garage""]","[""Laminate"", ""Carpeted""]","[""Garage""]",[]
Ramara,44.5508652,-79.218071,510000.0,3.0,2.0,,,1.0,"Stucco, Vinyl siding","Stucco, Vinyl siding",Insert,Yes,"Heat Pump, Electric",1.0,,Condo,,,,Condo,,"Laminate, Carpeted",,Insert
St. John's,47.5640789,-52.719868,350000.0,2.0,2.0,1699.0,,0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Condo,,"[""Municipal sewage system""]",,Condo,[],"[""Hardwood"", ""Ceramic Tile""]",[],[]
St. John's,47.5691312,-52.7192813,375000.0,2.0,2.0,1059.0,,0.0,"[""Brick""]","[""Brick""]","[""Garage"", ""Other""]",[],"[""Electric""]",0.0,,Condo,,"[""Municipal sewage system""]",,Condo,"[""Garage"", ""Other""]","[""Laminate""]","[""Garage"", ""Other""]",[]
St. John's,47.561576,-52.72032,269000.0,3.0,2.0,1425.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Laminate"", ""Mixed Flooring""]",[],[]
St. John's,47.5710479,-52.6988787,949000.0,2.0,2.0,1500.0,,0.0,"[""Brick"", ""Other""]","[""Brick"", ""Other""]","[""Underground"", ""Parking Space(s)""]",[],"[""Electric""]",0.0,,Condo,,"[""Municipal sewage system""]",,Condo,"[""Underground"", ""Parking Space(s)""]","[""Hardwood"", ""Ceramic Tile""]","[""Underground"", ""Parking Space(s)""]",[]
St. John's,47.570646,-52.698589,475000.0,2.0,2.0,1387.0,,0.0,"[""Aluminum siding"", ""Vinyl siding""]","[""Aluminum siding"", ""Vinyl siding""]","[""Underground""]",[],"[""Baseboard heaters"", ""Electric""]",0.0,,Condo,,"[""Municipal sewage system""]",,Condo,"[""Underground""]","[""Laminate"", ""Ceramic Tile""]","[""Underground""]",[]
St. John's,47.547146,-52.756328,559900.0,4.0,4.0,2152.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Garage""]",[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Garage""]","[""Mixed Flooring""]","[""Garage""]",[]
Torbay,47.63857,-52.76344,625000.0,3.0,3.0,2794.0,[],1.0,"[""Wood shingles""]","[""Wood shingles""]","[""Attached Garage""]",[],"[""Electric""]",1.0,,Single Family,[],"[""Septic tank""]",,Single Family,"[""Attached Garage""]","[""Mixed Flooring""]","[""Attached Garage""]",[]
St. John's,47.567988,-52.722488,209500.0,4.0,1.0,1618.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Hot water radiator heat"", ""Radiant heat"", ""Oil""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Mixed Flooring""]",[],[]
St. John's,47.5118471,-52.7778021,175000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Septic tank""]",,Vacant Land,[],[],[],[]
Mount Pearl,47.527266,-52.800824,239900.0,3.0,1.0,1506.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Mixed Flooring""]",[],[]
Mount Pearl,47.520516,-52.808972,269900.0,5.0,2.0,2016.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Forced air"", ""Oil""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
Paradise,47.5443109,-52.8844951,224900.0,3.0,1.0,1133.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Other""]",[],[]
ST. JOHN'S,47.570138,-52.719377,450000.0,5.0,3.0,3633.0,[],2.0,"[""Stone"", ""Aluminum siding"", ""Vinyl siding""]","[""Stone"", ""Aluminum siding"", ""Vinyl siding""]","[""Detached Garage"", ""Garage""]",Yes,"[""Baseboard heaters"", ""Electric""]",2.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Detached Garage"", ""Garage""]","[""Laminate"", ""Carpeted""]","[""Detached Garage"", ""Garage""]","[""Wood"", ""Woodstove""]"
St. John's,47.519822,-52.767693,175000.0,3.0,1.0,1200.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""No heat""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
Torbay,47.656778,-52.710739,205000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
Torbay,47.6334946,-52.7261357,145000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.6085973,-52.7626293,469900.0,5.0,3.0,2680.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage"", ""Garage""]",[],"[""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage"", ""Garage""]","[""Hardwood"", ""Carpeted"", ""Ceramic Tile"", ""Mixed Flooring""]","[""Attached Garage"", ""Garage""]",[]
St. John's,47.54745,-52.756216,549900.0,5.0,4.0,2059.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
St. John's,47.554854,-52.750759,349900.0,3.0,3.0,1310.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Carpeted"", ""Other"", ""Mixed Flooring""]",[],[]
Mount Pearl,47.525933,-52.809359,349900.0,4.0,3.0,1826.0,[],1.0,"[""Wood shingles"", ""Vinyl siding""]","[""Wood shingles"", ""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Laminate"", ""Ceramic Tile""]",[],[]
St. John's,47.563774,-52.715405,219900.0,3.0,2.0,1530.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
